question_index,image_index,question_id,question_string,answer,figure_type,question_type
110,4000,4,Is Tan the low median?,1,pie,categorical_low_median
111,8001,2,Is Hot Pink less than Dark Khaki?,1,vbar_categorical,categorical_less_than
112,8001,3,Is Hot Pink greater than Dark Khaki?,0,vbar_categorical,categorical_greater_than
113,8001,2,Is Dark Khaki less than Hot Pink?,0,vbar_categorical,categorical_less_than
114,8001,5,Is Medium Mint the high median?,1,vbar_categorical,categorical_high_median
115,8001,4,Is Medium Mint the low median?,1,vbar_categorical,categorical_low_median
116,12002,11,Does Lime Green have the highest value?,1,line,continuous_global_maximum
117,12002,12,Is Light Coral less than Cadet Blue?,1,line,continuous_less_than
118,12002,13,Is Lime Green greater than Light Coral?,1,line,continuous_greater_than
119,12002,14,Does Cadet Blue intersect Lime Green?,1,line,continuous_intersect
120,12002,12,Is Cadet Blue less than Lime Green?,0,line,continuous_less_than
121,8002,5,Is Lime Green the high median?,0,pie,categorical_high_median
122,8002,4,Is Violet the low median?,0,pie,categorical_low_median
123,12004,9,Is Web Maroon the roughest?,1,line,continuous_roughest
124,12004,8,Is Dim Gray the smoothest?,0,line,continuous_smoothest
125,12004,9,Is Dim Gray the roughest?,0,line,continuous_roughest
126,12004,10,Does Dim Gray have the lowest value?,1,line,continuous_global_minimum
127,12004,10,Does Web Maroon have the lowest value?,0,line,continuous_global_minimum
128,12003,5,Is Rebecca Purple the high median?,0,pie,categorical_high_median
129,12003,4,Is Medium Periwinkle the low median?,0,pie,categorical_low_median
130,8003,11,Does Cadet Blue have the highest value?,0,line,continuous_global_maximum
131,8003,12,Is Cadet Blue less than Medium Periwinkle?,1,line,continuous_less_than
132,8003,13,Is Medium Periwinkle greater than Web Green?,1,line,continuous_greater_than
133,8003,14,Does Cadet Blue intersect Medium Periwinkle?,0,line,continuous_intersect
134,8001,0,Is Mint the minimum?,1,vbar_categorical,categorical_minimum
135,8001,1,Is Dark Periwinkle the maximum?,1,vbar_categorical,categorical_maximum
136,8001,0,Is Hot Pink the minimum?,0,vbar_categorical,categorical_minimum
137,8001,1,Is Hot Pink the maximum?,0,vbar_categorical,categorical_maximum
138,8001,3,Is Dark Khaki greater than Hot Pink?,1,vbar_categorical,categorical_greater_than
139,1,2,Is Forest Green less than Saddle Brown?,1,hbar_categorical,categorical_less_than
140,1,3,Is Forest Green greater than Saddle Brown?,0,hbar_categorical,categorical_greater_than
141,1,2,Is Saddle Brown less than Forest Green?,0,hbar_categorical,categorical_less_than
142,1,5,Is Light Seafoam the high median?,1,hbar_categorical,categorical_high_median
143,1,4,Is Light Seafoam the low median?,1,hbar_categorical,categorical_low_median
144,4004,0,Is Dark Olive the minimum?,1,vbar_categorical,categorical_minimum
145,4004,1,Is Dark Olive the maximum?,0,vbar_categorical,categorical_maximum
146,4004,3,Is Mint greater than Dark Olive?,1,vbar_categorical,categorical_greater_than
147,4004,2,Is Dark Olive less than Mint?,1,vbar_categorical,categorical_less_than
148,4004,3,Is Dark Olive greater than Mint?,0,vbar_categorical,categorical_greater_than
149,8002,0,Is Teal the minimum?,1,pie,categorical_minimum
150,8002,1,Is Violet the maximum?,1,pie,categorical_maximum
151,8002,0,Is Yellow Green the minimum?,0,pie,categorical_minimum
152,8002,1,Is Yellow Green the maximum?,0,pie,categorical_maximum
153,8002,3,Is Violet greater than Yellow Green?,1,pie,categorical_greater_than
154,12003,2,Is Indigo less than Burlywood?,1,pie,categorical_less_than
155,12003,3,Is Indigo greater than Burlywood?,0,pie,categorical_greater_than
156,12003,2,Is Burlywood less than Indigo?,0,pie,categorical_less_than
157,12003,5,Is Burlywood the high median?,1,pie,categorical_high_median
158,12003,4,Is Rebecca Purple the low median?,1,pie,categorical_low_median
159,16004,9,Is Olive Drab the roughest?,1,line,continuous_roughest
160,16004,8,Is Light Salmon the smoothest?,0,line,continuous_smoothest
161,16004,9,Is Light Salmon the roughest?,0,line,continuous_roughest
162,16004,10,Does Medium Mint have the lowest value?,1,line,continuous_global_minimum
163,16004,11,Does Medium Mint have the highest value?,1,line,continuous_global_maximum
164,12001,12,Is Medium Periwinkle less than Yellow Green?,0,line,continuous_less_than
165,12001,13,Is Medium Periwinkle greater than Yellow Green?,0,line,continuous_greater_than
166,12001,14,Does Medium Periwinkle intersect Sienna?,0,line,continuous_intersect
167,12003,0,Is Indigo the minimum?,1,pie,categorical_minimum
168,12003,1,Is Medium Periwinkle the maximum?,1,pie,categorical_maximum
169,12003,0,Is Burlywood the minimum?,0,pie,categorical_minimum
170,12003,1,Is Burlywood the maximum?,0,pie,categorical_maximum
171,12003,3,Is Burlywood greater than Indigo?,1,pie,categorical_greater_than
172,16004,6,Does Light Salmon have the minimum area under the curve?,1,line,continuous_minimum_auc
173,16004,7,Does Medium Mint have the maximum area under the curve?,1,line,continuous_maximum_auc
174,16004,6,Does Deep Pink have the minimum area under the curve?,0,line,continuous_minimum_auc
175,16004,7,Does Deep Pink have the maximum area under the curve?,0,line,continuous_maximum_auc
176,16004,8,Is Rosy Brown the smoothest?,1,line,continuous_smoothest
177,4004,2,Is Mint less than Dark Olive?,0,vbar_categorical,categorical_less_than
178,4004,5,Is Mint the high median?,1,vbar_categorical,categorical_high_median
179,4004,4,Is Dark Olive the low median?,1,vbar_categorical,categorical_low_median
180,4004,5,Is Dark Olive the high median?,0,vbar_categorical,categorical_high_median
181,4004,4,Is Mint the low median?,0,vbar_categorical,categorical_low_median
182,4002,6,Does Black have the minimum area under the curve?,1,line,continuous_minimum_auc
183,4002,7,Does Lawn Green have the maximum area under the curve?,1,line,continuous_maximum_auc
184,4002,6,Does Mint have the minimum area under the curve?,0,line,continuous_minimum_auc
185,4002,7,Does Mint have the maximum area under the curve?,0,line,continuous_maximum_auc
186,4002,8,Is Lawn Green the smoothest?,1,line,continuous_smoothest
187,8004,5,Is Medium Aqua the high median?,0,hbar_categorical,categorical_high_median
188,8004,4,Is Light Seafoam the low median?,0,hbar_categorical,categorical_low_median
189,3,2,Is Pale Green less than Gold?,1,hbar_categorical,categorical_less_than
190,3,3,Is Pale Green greater than Gold?,0,hbar_categorical,categorical_greater_than
191,3,2,Is Gold less than Pale Green?,0,hbar_categorical,categorical_less_than
192,3,5,Is Gold the high median?,1,hbar_categorical,categorical_high_median
193,3,4,Is Gold the low median?,1,hbar_categorical,categorical_low_median
194,0,2,Is Navy Blue less than Dark Slate?,1,vbar_categorical,categorical_less_than
195,0,3,Is Navy Blue greater than Dark Slate?,0,vbar_categorical,categorical_greater_than
196,0,2,Is Dark Slate less than Navy Blue?,0,vbar_categorical,categorical_less_than
197,0,5,Is Dark Olive the high median?,1,vbar_categorical,categorical_high_median
198,0,4,Is Dark Olive the low median?,1,vbar_categorical,categorical_low_median
199,16000,11,Does Gray have the highest value?,1,dot_line,continuous_global_maximum
200,16000,11,Does Dark Gold have the highest value?,0,dot_line,continuous_global_maximum
201,16000,14,Does Dark Gold intersect Firebrick?,1,dot_line,continuous_intersect
202,16000,12,Is Dark Gold less than Firebrick?,0,dot_line,continuous_less_than
203,16000,13,Is Dark Gold greater than Firebrick?,0,dot_line,continuous_greater_than
204,4003,0,Is Indigo the minimum?,1,pie,categorical_minimum
205,4003,1,Is Deep Sky Blue the maximum?,1,pie,categorical_maximum
206,4003,0,Is Light Salmon the minimum?,0,pie,categorical_minimum
207,4003,1,Is Light Salmon the maximum?,0,pie,categorical_maximum
208,4003,3,Is Deep Sky Blue greater than Light Salmon?,1,pie,categorical_greater_than
209,8000,5,Is Dark Violet the high median?,0,pie,categorical_high_median
210,8000,4,Is Teal the low median?,0,pie,categorical_low_median
211,4002,9,Is Black the roughest?,1,line,continuous_roughest
212,4002,8,Is Mint the smoothest?,0,line,continuous_smoothest
213,4002,9,Is Mint the roughest?,0,line,continuous_roughest
214,4002,10,Does Black have the lowest value?,1,line,continuous_global_minimum
215,4002,10,Does Mint have the lowest value?,0,line,continuous_global_minimum
216,0,0,Is Chartreuse the minimum?,1,vbar_categorical,categorical_minimum
217,0,1,Is Dark Khaki the maximum?,1,vbar_categorical,categorical_maximum
218,0,0,Is Navy Blue the minimum?,0,vbar_categorical,categorical_minimum
219,0,1,Is Navy Blue the maximum?,0,vbar_categorical,categorical_maximum
220,0,3,Is Dark Slate greater than Navy Blue?,1,vbar_categorical,categorical_greater_than
221,8003,6,Does Cadet Blue have the minimum area under the curve?,0,line,continuous_minimum_auc
222,8003,7,Does Cadet Blue have the maximum area under the curve?,0,line,continuous_maximum_auc
223,8003,8,Is Cadet Blue the smoothest?,0,line,continuous_smoothest
224,8003,9,Is Cadet Blue the roughest?,0,line,continuous_roughest
225,8003,10,Does Medium Periwinkle have the lowest value?,0,line,continuous_global_minimum
226,12000,5,Is Light Gold the high median?,0,hbar_categorical,categorical_high_median
227,12000,4,Is Light Slate the low median?,0,hbar_categorical,categorical_low_median
228,12004,12,Is Dim Gray less than Olive Drab?,0,line,continuous_less_than
229,12004,13,Is Dim Gray greater than Olive Drab?,0,line,continuous_greater_than
230,12004,14,Does Dim Gray intersect Sky Blue?,0,line,continuous_intersect
231,4002,11,Does Lawn Green have the highest value?,1,line,continuous_global_maximum
232,4002,11,Does Black have the highest value?,0,line,continuous_global_maximum
233,4002,12,Is Black less than Teal?,1,line,continuous_less_than
234,4002,13,Is Teal greater than Black?,1,line,continuous_greater_than
235,4002,14,Does Mint intersect Navy Blue?,1,line,continuous_intersect
236,16003,11,Does Sky Blue have the highest value?,0,line,continuous_global_maximum
237,16003,14,Does Web Maroon intersect Web Purple?,1,line,continuous_intersect
238,16003,12,Is Web Maroon less than Web Purple?,0,line,continuous_less_than
239,16003,13,Is Web Maroon greater than Web Purple?,0,line,continuous_greater_than
240,3,0,Is Crimson the minimum?,1,hbar_categorical,categorical_minimum
241,3,1,Is Red the maximum?,1,hbar_categorical,categorical_maximum
242,3,0,Is Gold the minimum?,0,hbar_categorical,categorical_minimum
243,3,1,Is Gold the maximum?,0,hbar_categorical,categorical_maximum
244,3,3,Is Gold greater than Pale Green?,1,hbar_categorical,categorical_greater_than
245,4001,0,Is Dark Gray the minimum?,0,vbar_categorical,categorical_minimum
246,4001,1,Is Dark Gray the maximum?,0,vbar_categorical,categorical_maximum
247,4001,3,Is Chartreuse greater than Dark Gray?,1,vbar_categorical,categorical_greater_than
248,4001,2,Is Dark Gray less than Chartreuse?,1,vbar_categorical,categorical_less_than
249,4001,3,Is Dark Gray greater than Chartreuse?,0,vbar_categorical,categorical_greater_than
250,12002,9,Is Lime Green the roughest?,1,line,continuous_roughest
251,12002,8,Is Lime Green the smoothest?,0,line,continuous_smoothest
252,12002,9,Is Cadet Blue the roughest?,0,line,continuous_roughest
253,12002,10,Does Light Coral have the lowest value?,1,line,continuous_global_minimum
254,12002,10,Does Cadet Blue have the lowest value?,0,line,continuous_global_minimum
255,4001,2,Is Chartreuse less than Dark Gray?,0,vbar_categorical,categorical_less_than
256,4001,5,Is Dark Gray the high median?,1,vbar_categorical,categorical_high_median
257,4001,4,Is Dark Gray the low median?,1,vbar_categorical,categorical_low_median
258,4001,5,Is Chartreuse the high median?,0,vbar_categorical,categorical_high_median
259,4001,4,Is Cadet Blue the low median?,0,vbar_categorical,categorical_low_median
260,16001,6,Does Light Seafoam have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
261,16001,7,Does Dark Red have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
262,16001,6,Does Green Yellow have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
263,16001,7,Does Green Yellow have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
264,16001,8,Is Light Seafoam the smoothest?,1,dot_line,continuous_smoothest
265,4003,5,Is Dark Seafoam the high median?,0,pie,categorical_high_median
266,4003,4,Is Light Salmon the low median?,0,pie,categorical_low_median
267,0,5,Is Dark Slate the high median?,0,vbar_categorical,categorical_high_median
268,0,4,Is Dark Slate the low median?,0,vbar_categorical,categorical_low_median
269,12002,6,Does Light Coral have the minimum area under the curve?,1,line,continuous_minimum_auc
270,12002,7,Does Lime Green have the maximum area under the curve?,1,line,continuous_maximum_auc
271,12002,6,Does Cadet Blue have the minimum area under the curve?,0,line,continuous_minimum_auc
272,12002,7,Does Cadet Blue have the maximum area under the curve?,0,line,continuous_maximum_auc
273,12002,8,Is Cadet Blue the smoothest?,1,line,continuous_smoothest
274,8000,0,Is Teal the minimum?,1,pie,categorical_minimum
275,8000,1,Is Dark Violet the maximum?,1,pie,categorical_maximum
276,8000,0,Is Medium Periwinkle the minimum?,0,pie,categorical_minimum
277,8000,1,Is Medium Periwinkle the maximum?,0,pie,categorical_maximum
278,8000,3,Is Medium Periwinkle greater than Teal?,1,pie,categorical_greater_than
279,12001,11,Does Medium Mint have the highest value?,1,line,continuous_global_maximum
280,12001,11,Does Medium Periwinkle have the highest value?,0,line,continuous_global_maximum
281,12001,12,Is Medium Periwinkle less than Sienna?,1,line,continuous_less_than
282,12001,13,Is Medium Mint greater than Medium Periwinkle?,1,line,continuous_greater_than
283,12001,14,Does Medium Periwinkle intersect Yellow Green?,1,line,continuous_intersect
284,16001,12,Is Green Yellow less than Light Seafoam?,0,dot_line,continuous_less_than
285,16001,13,Is Green Yellow greater than Light Seafoam?,0,dot_line,continuous_greater_than
286,16001,14,Does Green Yellow intersect Dark Red?,0,dot_line,continuous_intersect
287,4000,0,Is Medium Periwinkle the minimum?,1,pie,categorical_minimum
288,4000,1,Is Magenta the maximum?,1,pie,categorical_maximum
289,4000,0,Is Tan the minimum?,0,pie,categorical_minimum
290,4000,1,Is Tan the maximum?,0,pie,categorical_maximum
291,4000,3,Is Magenta greater than Tan?,1,pie,categorical_greater_than
292,8001,5,Is Hot Pink the high median?,0,vbar_categorical,categorical_high_median
293,8001,4,Is Dim Gray the low median?,0,vbar_categorical,categorical_low_median
294,16001,9,Is Dark Red the roughest?,1,dot_line,continuous_roughest
295,16001,8,Is Green Yellow the smoothest?,0,dot_line,continuous_smoothest
296,16001,9,Is Green Yellow the roughest?,0,dot_line,continuous_roughest
297,16001,10,Does Green Yellow have the lowest value?,1,dot_line,continuous_global_minimum
298,16001,10,Does Medium Seafoam have the lowest value?,0,dot_line,continuous_global_minimum
299,16002,0,Is Rosy Brown the minimum?,1,pie,categorical_minimum
300,16002,1,Is Violet the maximum?,1,pie,categorical_maximum
301,16002,0,Is Dark Slate the minimum?,0,pie,categorical_minimum
302,16002,1,Is Dark Slate the maximum?,0,pie,categorical_maximum
303,16002,3,Is Dark Slate greater than Light Coral?,1,pie,categorical_greater_than
304,16002,5,Is Light Coral the high median?,0,pie,categorical_high_median
305,16002,4,Is Light Coral the low median?,0,pie,categorical_low_median
306,16000,6,Does Firebrick have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
307,16000,7,Does Dark Gold have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
308,16000,6,Does Dark Gold have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
309,16000,7,Does Firebrick have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
310,16000,8,Is Dark Gold the smoothest?,1,dot_line,continuous_smoothest
311,12004,6,Does Dim Gray have the minimum area under the curve?,1,line,continuous_minimum_auc
312,12004,7,Does Yellow have the maximum area under the curve?,1,line,continuous_maximum_auc
313,12004,6,Does Web Maroon have the minimum area under the curve?,0,line,continuous_minimum_auc
314,12004,7,Does Web Maroon have the maximum area under the curve?,0,line,continuous_maximum_auc
315,12004,8,Is Olive Drab the smoothest?,1,line,continuous_smoothest
316,8004,0,Is Light Seafoam the minimum?,1,hbar_categorical,categorical_minimum
317,8004,1,Is Medium Aqua the maximum?,1,hbar_categorical,categorical_maximum
318,8004,0,Is Dark Blue the minimum?,0,hbar_categorical,categorical_minimum
319,8004,1,Is Dark Blue the maximum?,0,hbar_categorical,categorical_maximum
320,8004,3,Is Dark Blue greater than Light Seafoam?,1,hbar_categorical,categorical_greater_than
321,11,1,Is Green Yellow the maximum?,0,hbar_categorical,categorical_maximum
322,11,3,Is Green Yellow greater than Light Slate?,0,hbar_categorical,categorical_greater_than
323,11,2,Is Light Slate less than Green Yellow?,0,hbar_categorical,categorical_less_than
324,11,1,Is Light Slate the maximum?,1,hbar_categorical,categorical_maximum
325,11,5,Is Midnight Blue the high median?,1,hbar_categorical,categorical_high_median
326,8048,10,Does Violet Red have the lowest value?,0,dot_line,continuous_global_minimum
327,8048,14,Does Purple intersect Violet Red?,0,dot_line,continuous_intersect
328,8048,13,Is Orange Red greater than Medium Blue?,0,dot_line,continuous_greater_than
329,8048,8,Is Purple the smoothest?,0,dot_line,continuous_smoothest
330,8048,10,Does Gray have the lowest value?,1,dot_line,continuous_global_minimum
331,8048,11,Does Purple have the highest value?,0,dot_line,continuous_global_maximum
332,8048,7,Does Violet Red have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
333,8048,8,Is Violet Red the smoothest?,1,dot_line,continuous_smoothest
334,19,3,Is Light Seafoam greater than Dark Green?,0,hbar_categorical,categorical_greater_than
335,19,2,Is Light Seafoam less than Dark Green?,1,hbar_categorical,categorical_less_than
336,19,2,Is Dark Green less than Light Seafoam?,0,hbar_categorical,categorical_less_than
337,19,1,Is Dark Green the maximum?,0,hbar_categorical,categorical_maximum
338,19,4,Is Coral the low median?,0,hbar_categorical,categorical_low_median
339,8038,10,Does Peru have the lowest value?,0,dot_line,continuous_global_minimum
340,8038,9,Is Gold the roughest?,1,dot_line,continuous_roughest
341,8038,12,Is Gold less than Peru?,1,dot_line,continuous_less_than
342,8038,6,Does Peru have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
343,8038,13,Is Peru greater than Gold?,1,dot_line,continuous_greater_than
344,4021,4,Is Teal the low median?,1,pie,categorical_low_median
345,4021,2,Is Light Salmon less than Teal?,1,pie,categorical_less_than
346,4021,3,Is Light Salmon greater than Teal?,0,pie,categorical_greater_than
347,4021,4,Is Black the low median?,0,pie,categorical_low_median
348,4021,2,Is Teal less than Light Salmon?,0,pie,categorical_less_than
349,12043,12,Is Aqua less than Dark Turquoise?,0,dot_line,continuous_less_than
350,12043,14,Does Aqua intersect Dark Turquoise?,1,dot_line,continuous_intersect
351,12043,10,Does Medium Purple have the lowest value?,0,dot_line,continuous_global_minimum
352,12043,13,Is Light Slate greater than Aqua?,1,dot_line,continuous_greater_than
353,12043,8,Is Dark Turquoise the smoothest?,0,dot_line,continuous_smoothest
354,14,4,Is Web Maroon the low median?,1,pie,categorical_low_median
355,14,2,Is Dark Gray less than Medium Mint?,0,pie,categorical_less_than
356,14,1,Is Medium Mint the maximum?,0,pie,categorical_maximum
357,14,5,Is Web Maroon the high median?,1,pie,categorical_high_median
358,14,4,Is Dark Olive the low median?,0,pie,categorical_low_median
359,4026,7,Does Dark Slate have the maximum area under the curve?,1,line,continuous_maximum_auc
360,4026,6,Does Dark Slate have the minimum area under the curve?,0,line,continuous_minimum_auc
361,16032,0,Is Web Gray the minimum?,0,pie,categorical_minimum
362,16032,5,Is Web Gray the high median?,1,pie,categorical_high_median
363,16032,0,Is Chocolate the minimum?,1,pie,categorical_minimum
364,16032,5,Is Chocolate the high median?,0,pie,categorical_high_median
365,16032,4,Is Chocolate the low median?,1,pie,categorical_low_median
366,12050,2,Is Gray less than Light Seafoam?,1,hbar_categorical,categorical_less_than
367,12050,0,Is Light Seafoam the minimum?,0,hbar_categorical,categorical_minimum
